ORGAO_INTERNO;COD_TIPO;TIPO;COD_SUBELEMENTO;SUBELEMENTO
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339039;outros servicos de terceiros - pessoa juridica;4943;servicos de energia eletrica
secretaria municipal de desenvolvimento humano;339039;outros servicos de terceiros - pessoa juridica;5044;servicos de agua e esgoto
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5044;servicos de agua e esgoto
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4943;servicos de energia eletrica
fundo municipal de saude;339093;indenizacoes e restituicoes;9999;outras indenizacoes e restituicoes
fundo municipal de saude;339093;indenizacoes e restituicoes;9999;outras indenizacoes e restituicoes
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria de governo e articulacao politica;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de politicas publicas para as mulheres;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de planejamento;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de infra estrutura;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de planejamento;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de politicas publicas para as mulheres;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de infra estrutura;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria de governo e articulacao politica;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de educacao;339030;material de consumo;1099;material para manutencao de bens imoveis
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339030;material de consumo;299;generos de alimentacao
secretaria municipal de administracao;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de administracao;339030;material de consumo;716;material de expediente
secretaria municipal de administracao;339014;diarias - civil;9900;diarias - civil
secretaria municipal de saude;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal da fazenda publica;469071;principal da divida contratual resgatado;9901;amortizacao da divida contratual
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;4499;manutencao e conservacao de bens imoveis
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de saude;339032;material, bem ou servico para distribuicao gratuita;9902;medicamentos para uso domiciliar
secretaria municipal da fazenda publica;469071;principal da divida contratual resgatado;9901;amortizacao da divida contratual
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de desenvolvimento humano;339014;diarias - civil;9900;diarias - civil
secretaria municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de saude;319004;contratacao por tempo determinado;9901;salario contrato temporario
secretaria municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4943;servicos de energia eletrica
secretaria municipal de educacao;319113;contribuicoes patronais;9920;aliquota suplementar de contribuicao previdenciaria - pessoal ativo - plano previdenciario
secretaria municipal de educacao;319113;contribuicoes patronais;9920;aliquota suplementar de contribuicao previdenciaria - pessoal ativo - plano previdenciario
secretaria municipal de educacao;319113;contribuicoes patronais;9920;aliquota suplementar de contribuicao previdenciaria - pessoal ativo - plano previdenciario
secretaria municipal de educacao;319113;contribuicoes patronais;9920;aliquota suplementar de contribuicao previdenciaria - pessoal ativo - plano previdenciario
secretaria municipal de educacao;319113;contribuicoes patronais;9920;aliquota suplementar de contribuicao previdenciaria - pessoal ativo - plano previdenciario
fundo municipal de saude;339036;outros servicos de terceiros - pessoa fisica;2699;locacao de bens moveis e intangiveis
secretaria municipal de saude;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9701;vencimentos e salarios - vinculado ao inss
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
